Accession,Release_Date,Species,Genus,Family,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Authors,Publications,Geo_Location,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
QIS30129,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,GenBank,complete,,,"Arevalo,S., Batson,J., Botvinnik,O., Castaneda,G., Detweiler,A., Dynerman,D., Hao,S., Kamm,J., Kistler,A., Kumar,G.R., Langelier,C., Li,L., Miller,S., Mwakibete,L., Neff,N., Pisco,A., Phelps,M., Tan,M., Zhao,C.",,"USA: San Francisco, CA",Homo sapiens,,2020-03-18,,ORF6 protein [Severe acute respiratory syndrome coronavirus 2]
QIS30133,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,GenBank,complete,,,"Arevalo,S., Batson,J., Botvinnik,O., Castaneda,G., Detweiler,A., Dynerman,D., Hao,S., Kamm,J., Kistler,A., Kumar,G.R., Langelier,C., Li,L., Miller,S., Mwakibete,L., Neff,N., Pisco,A., Phelps,M., Tan,M., Zhao,C.",,"USA: San Francisco, CA",Homo sapiens,,2020-03-18,,ORF10 protein [Severe acute respiratory syndrome coronavirus 2]
QIS30089,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,GenBank,complete,,,"Arevalo,S., Batson,J., Botvinnik,O., Castaneda,G., Detweiler,A., Dynerman,D., Hao,S., Kamm,J., Kistler,A., Kumar,G.R., Langelier,C., Li,L., Miller,S., Mwakibete,L., Neff,N., Pisco,A., Phelps,M., Tan,M., Zhao,C.",,"USA: San Francisco, CA",Homo sapiens,,2020-03-18,,ORF6 protein [Severe acute respiratory syndrome coronavirus 2]
QIS30091,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,complete,,,"Arevalo,S., Batson,J., Botvinnik,O., Castaneda,G., Detweiler,A., Dynerman,D., Hao,S., Kamm,J., Kistler,A., Kumar,G.R., Langelier,C., Li,L., Miller,S., Mwakibete,L., Neff,N., Pisco,A., Phelps,M., Tan,M., Zhao,C.",,"USA: San Francisco, CA",Homo sapiens,,2020-03-18,,ORF8 protein [Severe acute respiratory syndrome coronavirus 2]
QIS30092,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,complete,,,"Arevalo,S., Batson,J., Botvinnik,O., Castaneda,G., Detweiler,A., Dynerman,D., Hao,S., Kamm,J., Kistler,A., Kumar,G.R., Langelier,C., Li,L., Miller,S., Mwakibete,L., Neff,N., Pisco,A., Phelps,M., Tan,M., Zhao,C.",,"USA: San Francisco, CA",Homo sapiens,,2020-03-18,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QIS29980,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,GenBank,complete,,,"Si,H., Zhu,Y., Lin,H., Xie,S., Shi,Z., Zhou,P.",,"China: Hubei, Wuhan",Homo sapiens,oronasopharynx,2020-01-10,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS29982,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,GenBank,complete,,,"Si,H., Zhu,Y., Lin,H., Xie,S., Shi,Z., Zhou,P.",,"China: Hubei, Wuhan",Homo sapiens,oronasopharynx,2020-01-10,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIS29984,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,GenBank,complete,,,"Si,H., Zhu,Y., Lin,H., Xie,S., Shi,Z., Zhou,P.",,"China: Hubei, Wuhan",Homo sapiens,oronasopharynx,2020-01-10,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS29986,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,GenBank,complete,,,"Si,H., Zhu,Y., Lin,H., Xie,S., Shi,Z., Zhou,P.",,"China: Hubei, Wuhan",Homo sapiens,oronasopharynx,2020-01-10,,ORF6 protein [Severe acute respiratory syndrome coronavirus 2]
QIS29987,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,complete,,,"Si,H., Zhu,Y., Lin,H., Xie,S., Shi,Z., Zhou,P.",,"China: Hubei, Wuhan",Homo sapiens,oronasopharynx,2020-01-10,,ORF7a protein [Severe acute respiratory syndrome coronavirus 2]
QIS29988,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,43,GenBank,complete,,,"Si,H., Zhu,Y., Lin,H., Xie,S., Shi,Z., Zhou,P.",,"China: Hubei, Wuhan",Homo sapiens,oronasopharynx,2020-01-10,,ORF7b protein [Severe acute respiratory syndrome coronavirus 2]
QIS29989,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,complete,,,"Si,H., Zhu,Y., Lin,H., Xie,S., Shi,Z., Zhou,P.",,"China: Hubei, Wuhan",Homo sapiens,oronasopharynx,2020-01-10,,ORF8 protein [Severe acute respiratory syndrome coronavirus 2]
QIS29990,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,complete,,,"Si,H., Zhu,Y., Lin,H., Xie,S., Shi,Z., Zhou,P.",,"China: Hubei, Wuhan",Homo sapiens,oronasopharynx,2020-01-10,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QIS29991,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,GenBank,complete,,,"Si,H., Zhu,Y., Lin,H., Xie,S., Shi,Z., Zhou,P.",,"China: Hubei, Wuhan",Homo sapiens,oronasopharynx,2020-01-10,,ORF10 protein [Severe acute respiratory syndrome coronavirus 2]
QIS30040,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,GenBank,complete,,,"Si,H., Zhu,Y., Lin,H., Xie,S., Shi,Z., Zhou,P.",,"China: Hubei, Wuhan",Homo sapiens,oronasopharynx,2020-01-25,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30041,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,4405,GenBank,complete,,,"Si,H., Zhu,Y., Lin,H., Xie,S., Shi,Z., Zhou,P.",,"China: Hubei, Wuhan",Homo sapiens,oronasopharynx,2020-01-25,,orf1a polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30046,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,GenBank,complete,,,"Si,H., Zhu,Y., Lin,H., Xie,S., Shi,Z., Zhou,P.",,"China: Hubei, Wuhan",Homo sapiens,oronasopharynx,2020-01-25,,ORF6 protein [Severe acute respiratory syndrome coronavirus 2]
QIS30047,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,complete,,,"Si,H., Zhu,Y., Lin,H., Xie,S., Shi,Z., Zhou,P.",,"China: Hubei, Wuhan",Homo sapiens,oronasopharynx,2020-01-25,,ORF7a protein [Severe acute respiratory syndrome coronavirus 2]
QIS30048,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,43,GenBank,complete,,,"Si,H., Zhu,Y., Lin,H., Xie,S., Shi,Z., Zhou,P.",,"China: Hubei, Wuhan",Homo sapiens,oronasopharynx,2020-01-25,,ORF7b protein [Severe acute respiratory syndrome coronavirus 2]
QIS30049,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,complete,,,"Si,H., Zhu,Y., Lin,H., Xie,S., Shi,Z., Zhou,P.",,"China: Hubei, Wuhan",Homo sapiens,oronasopharynx,2020-01-25,,ORF8 protein [Severe acute respiratory syndrome coronavirus 2]
QIS30050,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,complete,,,"Si,H., Zhu,Y., Lin,H., Xie,S., Shi,Z., Zhou,P.",,"China: Hubei, Wuhan",Homo sapiens,oronasopharynx,2020-01-25,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30051,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,GenBank,complete,,,"Si,H., Zhu,Y., Lin,H., Xie,S., Shi,Z., Zhou,P.",,"China: Hubei, Wuhan",Homo sapiens,oronasopharynx,2020-01-25,,ORF10 protein [Severe acute respiratory syndrome coronavirus 2]
QIS30134,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,GenBank,partial,,,"Bracho,M.A., D'Auria,G., Navarro,D., de Marco,G., Garcia-Gonzalez,N., Beamud,B., Gonzalez-Candelas,F.",,Spain: Valencia,Homo sapiens,,2020-03-02,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30135,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,GenBank,partial,,,"Bracho,M.A., D'Auria,G., Navarro,D., de Marco,G., Garcia-Gonzalez,N., Beamud,B., Gonzalez-Candelas,F.",,Spain: Valencia,Homo sapiens,,2020-03-02,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30137,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,GenBank,partial,,,"Bracho,M.A., D'Auria,G., Navarro,D., de Marco,G., Garcia-Gonzalez,N., Beamud,B., Gonzalez-Candelas,F.",,Spain: Valencia,Homo sapiens,,2020-03-02,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS30139,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,GenBank,partial,,,"Bracho,M.A., D'Auria,G., Navarro,D., de Marco,G., Garcia-Gonzalez,N., Beamud,B., Gonzalez-Candelas,F.",,Spain: Valencia,Homo sapiens,,2020-03-02,,ORF6 protein [Severe acute respiratory syndrome coronavirus 2]
QIS30140,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,39,GenBank,partial,,,"Bracho,M.A., D'Auria,G., Navarro,D., de Marco,G., Garcia-Gonzalez,N., Beamud,B., Gonzalez-Candelas,F.",,Spain: Valencia,Homo sapiens,,2020-03-02,,"ORF7a protein, partial [Severe acute respiratory syndrome coronavirus 2]"
QIS30141,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,50,GenBank,partial,,,"Bracho,M.A., D'Auria,G., Navarro,D., de Marco,G., Garcia-Gonzalez,N., Beamud,B., Gonzalez-Candelas,F.",,Spain: Valencia,Homo sapiens,,2020-03-02,,"ORF8 protein, partial [Severe acute respiratory syndrome coronavirus 2]"
QIS30142,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,partial,,,"Bracho,M.A., D'Auria,G., Navarro,D., de Marco,G., Garcia-Gonzalez,N., Beamud,B., Gonzalez-Candelas,F.",,Spain: Valencia,Homo sapiens,,2020-03-02,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30143,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,GenBank,partial,,,"Bracho,M.A., D'Auria,G., Navarro,D., de Marco,G., Garcia-Gonzalez,N., Beamud,B., Gonzalez-Candelas,F.",,Spain: Valencia,Homo sapiens,,2020-03-02,,ORF10 protein [Severe acute respiratory syndrome coronavirus 2]
QIS29992,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,GenBank,complete,,,"Si,H., Zhu,Y., Lin,H., Xie,S., Shi,Z., Zhou,P.",,"China: Hubei, Wuhan",Homo sapiens,oronasopharynx,2020-01-26,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS29994,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,GenBank,complete,,,"Si,H., Zhu,Y., Lin,H., Xie,S., Shi,Z., Zhou,P.",,"China: Hubei, Wuhan",Homo sapiens,oronasopharynx,2020-01-26,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIS29996,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,GenBank,complete,,,"Si,H., Zhu,Y., Lin,H., Xie,S., Shi,Z., Zhou,P.",,"China: Hubei, Wuhan",Homo sapiens,oronasopharynx,2020-01-26,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS29997,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,GenBank,complete,,,"Si,H., Zhu,Y., Lin,H., Xie,S., Shi,Z., Zhou,P.",,"China: Hubei, Wuhan",Homo sapiens,oronasopharynx,2020-01-26,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIS29999,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,complete,,,"Si,H., Zhu,Y., Lin,H., Xie,S., Shi,Z., Zhou,P.",,"China: Hubei, Wuhan",Homo sapiens,oronasopharynx,2020-01-26,,ORF7a protein [Severe acute respiratory syndrome coronavirus 2]
QIS30000,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,43,GenBank,complete,,,"Si,H., Zhu,Y., Lin,H., Xie,S., Shi,Z., Zhou,P.",,"China: Hubei, Wuhan",Homo sapiens,oronasopharynx,2020-01-26,,ORF7b protein [Severe acute respiratory syndrome coronavirus 2]
QIS30001,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,complete,,,"Si,H., Zhu,Y., Lin,H., Xie,S., Shi,Z., Zhou,P.",,"China: Hubei, Wuhan",Homo sapiens,oronasopharynx,2020-01-26,,ORF8 protein [Severe acute respiratory syndrome coronavirus 2]
QIS30002,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,complete,,,"Si,H., Zhu,Y., Lin,H., Xie,S., Shi,Z., Zhou,P.",,"China: Hubei, Wuhan",Homo sapiens,oronasopharynx,2020-01-26,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30003,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,GenBank,complete,,,"Si,H., Zhu,Y., Lin,H., Xie,S., Shi,Z., Zhou,P.",,"China: Hubei, Wuhan",Homo sapiens,oronasopharynx,2020-01-26,,ORF10 protein [Severe acute respiratory syndrome coronavirus 2]
QIS30004,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,GenBank,complete,,,"Si,H., Zhu,Y., Lin,H., Xie,S., Shi,Z., Zhou,P.",,"China: Hubei, Wuhan",Homo sapiens,oronasopharynx,2020-01-26,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30005,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,4405,GenBank,complete,,,"Si,H., Zhu,Y., Lin,H., Xie,S., Shi,Z., Zhou,P.",,"China: Hubei, Wuhan",Homo sapiens,oronasopharynx,2020-01-26,,orf1a polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30006,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,GenBank,complete,,,"Si,H., Zhu,Y., Lin,H., Xie,S., Shi,Z., Zhou,P.",,"China: Hubei, Wuhan",Homo sapiens,oronasopharynx,2020-01-26,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30007,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,GenBank,complete,,,"Si,H., Zhu,Y., Lin,H., Xie,S., Shi,Z., Zhou,P.",,"China: Hubei, Wuhan",Homo sapiens,oronasopharynx,2020-01-26,,ORF3a protein [Severe acute respiratory syndrome coronavirus 2]
QIS30009,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,GenBank,complete,,,"Si,H., Zhu,Y., Lin,H., Xie,S., Shi,Z., Zhou,P.",,"China: Hubei, Wuhan",Homo sapiens,oronasopharynx,2020-01-26,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30012,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,43,GenBank,complete,,,"Si,H., Zhu,Y., Lin,H., Xie,S., Shi,Z., Zhou,P.",,"China: Hubei, Wuhan",Homo sapiens,oronasopharynx,2020-01-26,,ORF7b protein [Severe acute respiratory syndrome coronavirus 2]
QIS30014,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,complete,,,"Si,H., Zhu,Y., Lin,H., Xie,S., Shi,Z., Zhou,P.",,"China: Hubei, Wuhan",Homo sapiens,oronasopharynx,2020-01-26,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30130,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,complete,,,"Arevalo,S., Batson,J., Botvinnik,O., Castaneda,G., Detweiler,A., Dynerman,D., Hao,S., Kamm,J., Kistler,A., Kumar,G.R., Langelier,C., Li,L., Miller,S., Mwakibete,L., Neff,N., Pisco,A., Phelps,M., Tan,M., Zhao,C.",,"USA: San Francisco, CA",Homo sapiens,,2020-03-18,,ORF7a protein [Severe acute respiratory syndrome coronavirus 2]
QIS30132,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,complete,,,"Arevalo,S., Batson,J., Botvinnik,O., Castaneda,G., Detweiler,A., Dynerman,D., Hao,S., Kamm,J., Kistler,A., Kumar,G.R., Langelier,C., Li,L., Miller,S., Mwakibete,L., Neff,N., Pisco,A., Phelps,M., Tan,M., Zhao,C.",,"USA: San Francisco, CA",Homo sapiens,,2020-03-18,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30144,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,GenBank,partial,,,"Bracho,M.A., D'Auria,G., Navarro,D., de Marco,G., Garcia-Gonzalez,N., Beamud,B., Gonzalez-Candelas,F.",,Spain: Valencia,Homo sapiens,,2020-03-06,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30145,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,GenBank,partial,,,"Bracho,M.A., D'Auria,G., Navarro,D., de Marco,G., Garcia-Gonzalez,N., Beamud,B., Gonzalez-Candelas,F.",,Spain: Valencia,Homo sapiens,,2020-03-06,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30146,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,GenBank,partial,,,"Bracho,M.A., D'Auria,G., Navarro,D., de Marco,G., Garcia-Gonzalez,N., Beamud,B., Gonzalez-Candelas,F.",,Spain: Valencia,Homo sapiens,,2020-03-06,,ORF3a protein [Severe acute respiratory syndrome coronavirus 2]
QIS30147,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,GenBank,partial,,,"Bracho,M.A., D'Auria,G., Navarro,D., de Marco,G., Garcia-Gonzalez,N., Beamud,B., Gonzalez-Candelas,F.",,Spain: Valencia,Homo sapiens,,2020-03-06,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS30148,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,GenBank,partial,,,"Bracho,M.A., D'Auria,G., Navarro,D., de Marco,G., Garcia-Gonzalez,N., Beamud,B., Gonzalez-Candelas,F.",,Spain: Valencia,Homo sapiens,,2020-03-06,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30149,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,GenBank,partial,,,"Bracho,M.A., D'Auria,G., Navarro,D., de Marco,G., Garcia-Gonzalez,N., Beamud,B., Gonzalez-Candelas,F.",,Spain: Valencia,Homo sapiens,,2020-03-06,,ORF6 protein [Severe acute respiratory syndrome coronavirus 2]
QIS30150,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,39,GenBank,partial,,,"Bracho,M.A., D'Auria,G., Navarro,D., de Marco,G., Garcia-Gonzalez,N., Beamud,B., Gonzalez-Candelas,F.",,Spain: Valencia,Homo sapiens,,2020-03-06,,"ORF7a protein, partial [Severe acute respiratory syndrome coronavirus 2]"
QIS30151,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,50,GenBank,partial,,,"Bracho,M.A., D'Auria,G., Navarro,D., de Marco,G., Garcia-Gonzalez,N., Beamud,B., Gonzalez-Candelas,F.",,Spain: Valencia,Homo sapiens,,2020-03-06,,"ORF8 protein, partial [Severe acute respiratory syndrome coronavirus 2]"
QIS30152,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,partial,,,"Bracho,M.A., D'Auria,G., Navarro,D., de Marco,G., Garcia-Gonzalez,N., Beamud,B., Gonzalez-Candelas,F.",,Spain: Valencia,Homo sapiens,,2020-03-06,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30153,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,GenBank,partial,,,"Bracho,M.A., D'Auria,G., Navarro,D., de Marco,G., Garcia-Gonzalez,N., Beamud,B., Gonzalez-Candelas,F.",,Spain: Valencia,Homo sapiens,,2020-03-06,,ORF10 protein [Severe acute respiratory syndrome coronavirus 2]
QIS30094,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,GenBank,complete,,,"Arevalo,S., Batson,J., Botvinnik,O., Castaneda,G., Detweiler,A., Dynerman,D., Hao,S., Kamm,J., Kistler,A., Kumar,G.R., Langelier,C., Li,L., Miller,S., Mwakibete,L., Neff,N., Pisco,A., Phelps,M., Tan,M., Zhao,C.",,"USA: San Francisco, CA",Homo sapiens,,2020-03-18,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30095,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,GenBank,complete,,,"Arevalo,S., Batson,J., Botvinnik,O., Castaneda,G., Detweiler,A., Dynerman,D., Hao,S., Kamm,J., Kistler,A., Kumar,G.R., Langelier,C., Li,L., Miller,S., Mwakibete,L., Neff,N., Pisco,A., Phelps,M., Tan,M., Zhao,C.",,"USA: San Francisco, CA",Homo sapiens,,2020-03-18,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30096,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,GenBank,complete,,,"Arevalo,S., Batson,J., Botvinnik,O., Castaneda,G., Detweiler,A., Dynerman,D., Hao,S., Kamm,J., Kistler,A., Kumar,G.R., Langelier,C., Li,L., Miller,S., Mwakibete,L., Neff,N., Pisco,A., Phelps,M., Tan,M., Zhao,C.",,"USA: San Francisco, CA",Homo sapiens,,2020-03-18,,ORF3a protein [Severe acute respiratory syndrome coronavirus 2]
QIS30097,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,GenBank,complete,,,"Arevalo,S., Batson,J., Botvinnik,O., Castaneda,G., Detweiler,A., Dynerman,D., Hao,S., Kamm,J., Kistler,A., Kumar,G.R., Langelier,C., Li,L., Miller,S., Mwakibete,L., Neff,N., Pisco,A., Phelps,M., Tan,M., Zhao,C.",,"USA: San Francisco, CA",Homo sapiens,,2020-03-18,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS30098,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,GenBank,complete,,,"Arevalo,S., Batson,J., Botvinnik,O., Castaneda,G., Detweiler,A., Dynerman,D., Hao,S., Kamm,J., Kistler,A., Kumar,G.R., Langelier,C., Li,L., Miller,S., Mwakibete,L., Neff,N., Pisco,A., Phelps,M., Tan,M., Zhao,C.",,"USA: San Francisco, CA",Homo sapiens,,2020-03-18,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIS30099,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,GenBank,complete,,,"Arevalo,S., Batson,J., Botvinnik,O., Castaneda,G., Detweiler,A., Dynerman,D., Hao,S., Kamm,J., Kistler,A., Kumar,G.R., Langelier,C., Li,L., Miller,S., Mwakibete,L., Neff,N., Pisco,A., Phelps,M., Tan,M., Zhao,C.",,"USA: San Francisco, CA",Homo sapiens,,2020-03-18,,ORF6 protein [Severe acute respiratory syndrome coronavirus 2]
QIS30100,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,complete,,,"Arevalo,S., Batson,J., Botvinnik,O., Castaneda,G., Detweiler,A., Dynerman,D., Hao,S., Kamm,J., Kistler,A., Kumar,G.R., Langelier,C., Li,L., Miller,S., Mwakibete,L., Neff,N., Pisco,A., Phelps,M., Tan,M., Zhao,C.",,"USA: San Francisco, CA",Homo sapiens,,2020-03-18,,ORF7a protein [Severe acute respiratory syndrome coronavirus 2]
QIS30101,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,complete,,,"Arevalo,S., Batson,J., Botvinnik,O., Castaneda,G., Detweiler,A., Dynerman,D., Hao,S., Kamm,J., Kistler,A., Kumar,G.R., Langelier,C., Li,L., Miller,S., Mwakibete,L., Neff,N., Pisco,A., Phelps,M., Tan,M., Zhao,C.",,"USA: San Francisco, CA",Homo sapiens,,2020-03-18,,ORF8 protein [Severe acute respiratory syndrome coronavirus 2]
